m,trajs
"7.6-32,50,51,210,96,61+2","[[669, 0], [669, 0], [669, 0], [669, 0], [669, 0], [669, 0], [669, 0], [669, 0], [669, 0], [669, 0], [669, 0], [669, 0], [669, 0], [669, 0], [669, 0], [669, 0], [669, 0], [669, 0], [669, 0], [669, 0], [669, 0], [669, 0], [669, 0], [669, 0], [669, 0], [669, 0], [669, 0], [669, 0], [669, 0], [669, 0], [669, 0], [669, 0], [669, 0], [669, 0], [669, 0], [669, 0], [669, 0], [669, 0], [669, 0], [669, 0], [669, 0], [669, 0], [669, 0], [669, 0], [669, 0], [669, 0], [669, 0], [669, 0], [669, 0], [669, 0], [669, 0], [669, 0], [669, 0], [669, 0], [669, 0], [669, 0], [669, 0], [669, 0], [669, 0], [669, 0], [669, 0], [669, 0], [669, 0], [669, 0], [669, 0], [669, 0], [669, 0], [669, 0], [669, 0], [669, 0], [669, 0], [669, 0], [669, 0], [669, 0], [669, 0], [669, 0], [669, 0], [669, 0], [669, 0], [669, 0], [669, 0], [669, 0], [669, 0], [669, 0], [669, 0], [669, 0], [669, 0], [669, 0], [669, 0], [669, 0], [669, 0], [669, 0], [669, 0], [669, 0], [669, 0], [669, 0], [669, 0], [669, 0], [669, 0], [669, 0], [669, 0], [669, 0], [669, 0], [669, 0], [669, 0], [669, 0], [669, 0], [669, 0], [669, 0], [669, 0], [669, 0]]"
"7.6-32,50,51,210,96,61+3",[]
"7.6-32,50,51,210,96,61+4",[]
"7.6-48,74,38,133,29,213+1",[]
"7.6-48,74,38,133,29,213+2","[[870, 0], [870, 0], [870, 0], [870, 0], [870, 0], [870, 0], [870, 0], [870, 0], [870, 0], [870, 0], [870, 0], [870, 0], [870, 0], [870, 0], [870, 0], [870, 0], [870, 0]]"
"7.6-48,74,38,133,29,213+3",[]
"7.6-48,74,38,133,29,213+4",[]
"7.6-48,74,38,133,29,213+5","[[628, 0], [628, 0], [628, 0], [628, 0], [628, 0]]"
"7.6-48,74,38,133,29,213+6",[]
"7.6-48,74,38,133,29,213+7",[]
"7.6-48,74,38,133,29,213+8",[]
"7.6-48,74,38,133,29,213+9",[]
"7.6-48,74,38,133,29,213+10",[]
"7.6-64,140,31,142,167,149+1",[]
"7.6-64,140,31,142,167,149+2",[]
"7.6-64,140,31,142,167,149+3",[]
"7.6-64,140,31,142,167,149+4","[[910, 0]]"
"7.6-64,140,31,142,167,149+5",[]
"7.6-64,140,31,142,167,149+6","[[910, 0], [910, 0], [910, 0], [910, 0], [910, 0], [910, 0], [910, 0], [910, 0], [910, 0], [910, 0], [910, 0], [910, 0], [910, 0], [910, 0]]"
"7.6-64,140,31,142,167,149+7",[]
"7.6-64,140,31,142,167,149+8",[]
"7.6-64,140,31,142,167,149+9",[]
"7.6-64,140,31,142,167,149+10",[]
"7.6-64,140,31,142,167,149+11",[]
"7.6-64,140,31,142,167,149+12",[]
"7.6-48,74,38,155,214,98+1",[]
"7.6-48,74,38,155,214,98+2",[]
"7.6-48,74,38,155,214,98+3","[[749, 0]]"
"7.6-48,74,38,155,214,98+4",[]
"7.6-48,74,38,155,214,98+5",[]
"7.6-48,74,38,155,214,98+6",[]
"7.6-48,74,38,155,214,98+7",[]
"7.6-48,74,38,155,214,98+8",[]
"7.6-48,74,38,155,214,98+9",[]
"7.6-48,74,38,155,214,98+10","[[747, 0], [747, 0], [747, 0], [747, 0], [747, 0], [747, 0]]"
"7.6-48,74,38,155,214,98+11","[[788, 4], [789, 0], [789, 1], [829, 4], [830, 0], [830, 4], [831, 4]]"
"7.6-48,74,38,155,214,98+12","[[832, 3], [831, 3], [830, 0], [830, 2], [790, 3], [789, 0], [789, 3]]"
"7.6-48,74,38,155,214,98+13",[]
"7.6-48,74,38,155,214,98+14","[[665, 0]]"
"7.6-48,74,38,155,214,98+15","[[499, 0], [499, 4], [500, 4], [501, 1], [541, 0], [541, 1], [581, 4], [582, 0], [582, 4], [583, 1], [623, 0], [623, 0], [623, 1], [663, 4], [664, 0], [664, 4], [665, 0], [665, 1], [705, 4], [706, 0], [706, 4], [707, 1], [747, 0], [747, 1], [787, 4], [788, 0], [788, 4], [789, 0], [789, 4], [790, 1], [830, 0], [830, 4], [831, 4]]"
"7.6-48,74,38,155,214,98+16","[[832, 0], [832, 0]]"
"7.6-48,74,38,155,214,98+17",[]
"7.6-48,74,38,155,214,98+18","[[910, 0], [910, 0], [910, 0]]"
"7.6-48,74,38,155,214,98+19",[]
"7.6-48,74,38,155,214,98+20",[]
"7.6-48,74,38,155,214,98+21","[[951, 0], [951, 0]]"
"7.6-48,74,38,155,214,98+22","[[832, 3], [831, 3], [830, 0], [830, 3], [829, 2], [789, 0], [789, 3]]"
"7.6-48,74,38,155,214,98+23","[[788, 0], [788, 0], [788, 0], [788, 0], [788, 0], [788, 0], [788, 0], [788, 0], [788, 0], [788, 0], [788, 0], [788, 0], [788, 0], [788, 0], [788, 0], [788, 0], [788, 0], [788, 0], [788, 0], [788, 0], [788, 0], [788, 0], [788, 0], [788, 0], [788, 0], [788, 0], [788, 0]]"
"7.6-208,151,254,41,36,198+1","[[832, 0], [832, 0], [832, 0], [832, 0], [832, 0], [832, 0], [832, 0], [832, 0], [832, 0]]"
"7.6-208,151,254,41,36,198+2",[]
"7.6-208,151,254,41,36,198+3","[[832, 0], [832, 0], [832, 0], [832, 0], [832, 0], [832, 0], [832, 0], [832, 0], [832, 0]]"
"7.6-208,151,254,41,36,198+4",[]
"7.6-204,129,42,183,42,73+1",[]
"7.6-204,129,42,183,42,73+2","[[834, 0], [834, 0], [834, 0], [834, 0]]"
"7.6-204,129,42,183,42,73+3",[]
"7.6-204,129,42,183,42,73+4",[]
"7.6-204,129,42,183,42,73+5",[]
"7.6-204,129,42,183,42,73+6",[]
"7.6-204,129,42,183,42,73+7",[]
"7.6-204,129,42,183,42,73+8",[]
"7.6-204,129,42,183,42,73+9",[]
"7.6-204,129,42,183,42,73+10",[]
"7.6-204,129,42,183,42,73+11","[[832, 3], [831, 3], [830, 0], [830, 3], [829, 2], [789, 0], [789, 3], [788, 0], [788, 3], [787, 2], [747, 0], [747, 1], [787, 3], [786, 0], [786, 3], [785, 0], [785, 0], [785, 3], [784, 0], [784, 0], [784, 2], [744, 3]]"
"7.6-204,129,42,183,42,73+12",[]
"7.6-204,129,42,183,42,73+13",[]
"7.6-204,129,42,183,42,73+14","[[832, 3], [831, 3], [830, 0], [830, 3], [829, 2], [789, 0], [789, 3], [788, 0], [788, 3], [787, 2], [747, 0], [747, 3], [746, 2], [706, 0], [706, 2], [666, 3], [665, 0], [665, 3], [664, 0], [664, 2], [624, 3], [623, 0], [623, 0], [623, 2], [583, 3], [582, 0], [582, 3], [581, 2], [541, 0], [541, 3], [540, 3], [539, 2], [499, 0]]"
"7.6-204,129,42,183,42,73+15","[[499, 0], [499, 4], [500, 4], [501, 1], [541, 0], [541, 4], [542, 1], [582, 0], [582, 4], [583, 1], [623, 0], [623, 0], [623, 4], [624, 1], [664, 0], [664, 4], [665, 0], [665, 1], [705, 4], [706, 0], [706, 1], [746, 4], [747, 0], [747, 1], [787, 4], [788, 0], [788, 4], [789, 0], [789, 4], [790, 1], [830, 0], [830, 4], [831, 4]]"
"7.6-204,129,42,183,42,73+16","[[832, 3], [831, 3], [830, 0], [830, 3], [829, 2], [789, 0], [789, 3], [788, 0], [788, 3], [787, 2], [747, 0], [747, 2], [707, 3], [706, 0], [706, 2], [666, 3], [665, 0], [665, 3], [664, 0], [664, 3], [663, 2], [623, 0], [623, 0], [623, 3], [622, 2], [582, 0], [582, 2], [542, 3], [541, 0], [541, 3], [540, 2], [500, 3], [499, 0]]"
"7.6-204,129,42,183,42,73+17","[[499, 2], [459, 0], [459, 4], [460, 0], [460, 2]]"
"7.6-204,129,42,183,42,73+18","[[420, 1], [460, 0], [460, 3], [459, 0], [459, 1], [499, 0], [499, 0], [499, 4], [500, 1], [540, 4], [541, 0], [541, 1], [581, 4], [582, 0], [582, 4], [583, 1], [623, 0], [623, 0], [623, 4], [624, 1], [664, 0], [664, 4], [665, 0], [665, 4], [666, 1], [706, 0], [706, 1], [746, 4], [747, 0], [747, 1], [787, 4], [788, 0], [788, 4], [789, 0], [789, 4], [790, 1], [830, 0], [830, 4], [831, 4]]"
"7.6-204,129,42,183,42,73+19","[[832, 3], [831, 3], [830, 0], [830, 2], [790, 3], [789, 0], [789, 3], [788, 0], [788, 3], [787, 2], [747, 0], [747, 3], [746, 1], [786, 0], [786, 3], [785, 0], [785, 0], [785, 3], [784, 0], [784, 0], [784, 2], [744, 3]]"
"7.6-204,129,42,183,42,73+20","[[743, 0], [743, 2], [703, 0], [703, 2], [663, 0], [663, 2], [623, 0], [623, 0], [623, 3], [622, 2], [582, 0], [582, 2], [542, 3], [541, 0], [541, 3], [540, 3], [539, 2], [499, 0], [499, 0], [499, 2], [459, 0], [459, 4], [460, 0], [460, 2]]"
"7.6-204,129,42,183,42,73+21",[]
"7.6-204,129,42,183,42,73+22",[]
"7.6-204,129,42,183,42,73+23",[]
"7.6-204,129,42,183,42,73+24",[]
"7.6-204,129,42,183,42,73+25",[]
"7.6-204,129,42,183,42,73+26",[]
"7.6-204,129,42,183,42,73+27",[]
"7.6-204,129,42,183,42,73+28",[]
"7.6-204,129,42,183,42,73+29","[[1071, 2], [1031, 0], [1031, 0], [1031, 4], [1032, 0], [1032, 2], [992, 0], [992, 0], [992, 4], [993, 1], [1033, 0], [1033, 2], [993, 0], [993, 2], [953, 0], [953, 4], [954, 0], [954, 0], [954, 2], [914, 0], [914, 2], [874, 0], [874, 4], [875, 4], [876, 0], [876, 4]]"
"7.6-204,129,42,183,42,73+30",[]
"7.6-204,129,42,183,42,73+31",[]
"7.6-204,129,42,183,42,73+32","[[789, 0], [789, 0]]"
"7.6-204,129,42,183,42,73+33",[]
"7.6-204,129,42,183,42,73+34","[[789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0]]"
"7.6-88,198,240,41,58,135+1",[]
"7.6-88,198,240,41,58,135+2","[[914, 0], [914, 0], [914, 0], [914, 0]]"
"7.6-88,198,240,41,58,135+3",[]
"7.6-88,198,240,41,58,135+4",[]
"7.6-88,198,240,41,58,135+5",[]
"7.6-88,198,240,41,58,135+6",[]
"7.6-88,198,240,41,58,135+7",[]
"7.6-88,198,240,41,58,135+8","[[914, 0]]"
"7.6-88,198,240,41,58,135+9",[]
"7.6-88,198,240,41,58,135+10",[]
"7.6-88,198,240,41,58,135+11",[]
"7.6-88,198,240,41,58,135+12","[[914, 0], [914, 0], [914, 0], [914, 0], [914, 0], [914, 0], [914, 0], [914, 0], [914, 0], [914, 0], [914, 0], [914, 0], [914, 0], [914, 0], [914, 0], [914, 0], [914, 0], [914, 0], [914, 0], [914, 0], [914, 0], [914, 0], [914, 0], [914, 0], [914, 0], [914, 0], [914, 0], [914, 0], [914, 0], [914, 0], [914, 0], [914, 0], [914, 0], [914, 0], [914, 0], [914, 0], [914, 0], [914, 0], [914, 0], [914, 0], [914, 0], [914, 0], [914, 0], [914, 0], [914, 0], [914, 0], [914, 0], [914, 0], [914, 0], [914, 0], [914, 0], [914, 0], [914, 0], [914, 0], [914, 0], [914, 0], [914, 0], [914, 0], [914, 0], [914, 0], [914, 0], [914, 0], [914, 0], [914, 0], [914, 0], [914, 0], [914, 0], [914, 0], [914, 0], [914, 0], [914, 0], [914, 0], [914, 0], [914, 0], [914, 0], [914, 0], [914, 0], [914, 0], [914, 0], [914, 0], [914, 0], [914, 0], [914, 0], [914, 0], [914, 0], [914, 0], [914, 0], [914, 0], [914, 0], [914, 0], [914, 0], [914, 0], [914, 0], [914, 0], [914, 0], [914, 0], [914, 0], [914, 0], [914, 0], [914, 0], [914, 0], [914, 0], [914, 0], [914, 0], [914, 0], [914, 0], [914, 0], [914, 0], [914, 0], [914, 0], [914, 0], [914, 0], [914, 0], [914, 0], [914, 0], [914, 0], [914, 0], [914, 0], [914, 0], [914, 0], [914, 0], [914, 0], [914, 0], [914, 0], [914, 0], [914, 0], [914, 0], [914, 0], [914, 0]]"
"7.6-184,148,54,32,44,55+1",[]
"7.6-184,148,54,32,44,55+2","[[870, 0], [870, 0], [870, 0], [870, 0], [870, 0], [870, 0], [870, 0], [870, 0], [870, 0], [870, 0], [870, 0], [870, 0], [870, 0], [870, 0], [870, 0], [870, 0], [870, 0], [870, 0], [870, 0], [870, 0], [870, 0], [870, 0], [870, 0], [870, 0], [870, 0], [870, 0], [870, 0], [870, 0], [870, 0], [870, 0], [870, 0], [870, 0], [870, 0], [870, 0], [870, 0], [870, 0], [870, 0], [870, 0], [870, 0], [870, 0], [870, 0]]"
"7.6-184,148,54,32,44,55+3",[]
"7.6-184,148,54,32,44,55+4",[]
"7.6-184,148,54,32,44,55+5",[]
"7.6-184,148,54,32,44,55+6",[]
"7.6-184,148,54,32,44,55+7",[]
"7.6-20,178,229,137,47,142+1",[]
"7.6-20,178,229,137,47,142+2",[]
"7.6-20,178,229,137,47,142+3","[[788, 0], [788, 0], [788, 0], [788, 0], [788, 0], [788, 0], [788, 0], [788, 0], [788, 0], [788, 0], [788, 0], [788, 0], [788, 0], [788, 0], [788, 0], [788, 0], [788, 0], [788, 0], [788, 0], [788, 0], [788, 0], [788, 0], [788, 0], [788, 0], [788, 0], [788, 0], [788, 0], [788, 0]]"
"7.6-164,201,57,205,13,69+1",[]
"7.6-164,201,57,205,13,69+2","[[789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0]]"
"7.6-164,201,57,205,13,69+3",[]
"7.6-208,151,254,40,222,169+1",[]
"7.6-208,151,254,40,222,169+2","[[541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0]]"
"7.6-4,207,140,11,128,186+1",[]
"7.6-4,207,140,11,128,186+2","[[544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0]]"
"7.6-4,207,140,11,128,186+3",[]
"7.6-4,207,140,11,128,186+4",[]
"7.6-4,207,140,11,128,186+5",[]
"7.6-4,207,140,11,128,186+6","[[544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0]]"
"7.6-156,95,90,12,124,73+1",[]
"7.6-156,95,90,12,124,73+2",[]
"7.6-156,95,90,12,124,73+3",[]
"7.6-156,95,90,12,124,73+4","[[706, 0]]"
"7.6-156,95,90,12,124,73+5",[]
"7.6-156,95,90,12,124,73+6","[[706, 0]]"
"7.6-156,95,90,12,124,73+7",[]
"7.6-156,95,90,12,124,73+8",[]
"7.6-156,95,90,12,124,73+9",[]
"7.6-156,95,90,12,124,73+10",[]
"7.6-156,95,90,12,124,73+11",[]
"7.6-156,95,90,12,124,73+12",[]
"7.6-156,95,90,12,124,73+13",[]
"7.6-156,95,90,12,124,73+14",[]
"7.6-156,95,90,12,124,73+15",[]
"7.6-156,95,90,12,124,73+16",[]
"7.6-156,95,90,12,124,73+17",[]
"7.6-156,95,90,12,124,73+18",[]
"7.6-156,95,90,12,124,73+19","[[665, 0]]"
"7.6-156,95,90,12,124,73+20",[]
"7.6-156,95,90,12,124,73+21",[]
"7.6-156,95,90,12,124,73+22",[]
"7.6-156,95,90,12,124,73+23",[]
"7.6-156,95,90,12,124,73+24",[]
"7.6-156,95,90,12,124,73+25",[]
"7.6-156,95,90,12,124,73+26",[]
"7.6-156,95,90,12,124,73+27",[]
"7.6-156,95,90,12,124,73+28",[]
"7.6-156,95,90,12,124,73+29",[]
"7.6-156,95,90,12,124,73+30",[]
"7.6-156,95,90,12,124,73+31",[]
"7.6-156,95,90,12,124,73+32",[]
"7.6-156,95,90,12,124,73+33",[]
"7.6-156,95,90,12,124,73+34","[[709, 0], [709, 0], [709, 0], [709, 0], [709, 0], [709, 0], [709, 0], [709, 0], [709, 0]]"
"7.6-156,95,90,12,124,73+35",[]
"7.6-156,95,90,12,124,73+36",[]
"7.6-156,95,90,12,124,73+37",[]
"7.6-156,95,90,12,124,73+38",[]
"7.6-156,95,90,12,124,73+39",[]
"7.6-156,95,90,12,124,73+40",[]
"7.6-156,95,90,12,124,73+41",[]
"7.6-156,95,90,12,124,73+42",[]
"7.6-156,95,90,12,124,73+43",[]
"7.6-156,95,90,12,124,73+44",[]
"7.6-156,95,90,12,124,73+45",[]
"7.6-156,95,90,12,124,73+46",[]
"7.6-156,95,90,12,124,73+47",[]
"7.6-156,95,90,12,124,73+48",[]
"7.6-156,95,90,12,124,73+49",[]
"7.6-156,95,90,12,124,73+50",[]
"7.6-128,214,5,75,8,213+1",[]
"7.6-128,214,5,75,8,213+2","[[789, 0], [789, 0], [789, 0]]"
"7.6-128,214,5,75,8,213+3",[]
"7.6-128,214,5,75,8,213+4","[[789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0]]"
"7.6-128,214,5,75,8,213+5",[]
"7.6-128,214,5,75,8,213+6",[]
"7.6-128,214,5,75,8,213+7",[]
"7.6-128,214,5,75,8,213+8",[]
"7.6-128,214,5,75,8,213+9",[]
"7.6-128,214,5,75,8,213+10",[]
"7.6-128,214,5,75,8,213+11",[]
"7.6-128,214,5,75,8,213+12","[[789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0]]"
"7.6-64,68,253,44,108,157+1",[]
"7.6-64,68,253,44,108,157+2",[]
"7.6-64,68,253,44,108,157+3",[]
"7.6-64,68,253,44,108,157+4",[]
"7.6-64,68,253,44,108,157+5",[]
"7.6-64,68,253,44,108,157+6","[[1105, 2], [1065, 0], [1065, 0], [1065, 3], [1064, 2], [1024, 0], [1024, 0], [1024, 2], [984, 0], [984, 4], [985, 0], [985, 2], [945, 0], [945, 4], [946, 0], [946, 4], [947, 0], [947, 2], [907, 0], [907, 4], [908, 0], [908, 2], [868, 0], [868, 0], [868, 2], [828, 4], [829, 0], [829, 2], [789, 0], [789, 1], [829, 4], [830, 0], [830, 4], [831, 4]]"
"7.6-64,68,253,44,108,157+7","[[832, 3], [831, 3], [830, 0], [830, 3], [829, 2], [789, 0], [789, 1], [829, 0], [829, 1], [869, 3], [868, 0], [868, 0], [868, 1], [908, 0], [908, 3], [907, 0], [907, 1], [947, 0], [947, 3], [946, 0], [946, 3], [945, 0], [945, 1], [985, 0], [985, 3], [984, 0], [984, 1], [1024, 0], [1024, 0], [1024, 1], [1064, 4], [1065, 0], [1065, 0], [1065, 1]]"
"7.6-64,68,253,44,108,157+8",[]
"7.6-64,68,253,44,108,157+9","[[988, 0], [988, 0], [988, 0], [988, 0], [988, 0], [988, 0], [988, 0]]"
"7.6-64,68,253,44,108,157+10",[]
"7.6-64,68,253,44,108,157+11",[]
"7.6-64,68,253,44,108,157+12","[[1071, 2], [1031, 0], [1031, 0], [1031, 4], [1032, 0], [1032, 2], [992, 0], [992, 0], [992, 1], [1032, 4], [1033, 0], [1033, 2], [993, 0], [993, 2], [953, 0], [953, 4], [954, 0], [954, 0], [954, 2], [914, 0], [914, 2], [874, 0], [874, 2], [834, 0], [834, 3], [833, 0], [833, 3]]"
"7.6-64,68,253,44,108,157+13","[[832, 4], [833, 0], [833, 4], [834, 0], [834, 1], [874, 0], [874, 1], [914, 0], [914, 1], [954, 0], [954, 0], [954, 3], [953, 0], [953, 1], [993, 0], [993, 1], [1033, 0], [1033, 3], [1032, 2], [992, 0], [992, 0], [992, 1], [1032, 0], [1032, 3], [1031, 0], [1031, 0], [1031, 1]]"
"7.6-64,68,253,44,108,157+14","[[1071, 0], [1071, 0], [1071, 2], [1031, 0], [1031, 0], [1031, 4], [1032, 0], [1032, 2], [992, 0], [992, 0], [992, 1], [1032, 4], [1033, 0], [1033, 2], [993, 0], [993, 2], [953, 0], [953, 4], [954, 0], [954, 0], [954, 2], [914, 0], [914, 2], [874, 0], [874, 2], [834, 0], [834, 3], [833, 0], [833, 3]]"
"7.6-64,68,253,44,108,157+15","[[832, 4], [833, 0], [833, 4], [834, 0], [834, 1], [874, 0], [874, 1], [914, 0], [914, 1], [954, 0], [954, 0], [954, 3], [953, 0], [953, 1], [993, 0], [993, 1], [1033, 0], [1033, 3], [1032, 2], [992, 0], [992, 0], [992, 1], [1032, 0], [1032, 3], [1031, 0], [1031, 0], [1031, 1]]"
"7.6-64,68,253,44,108,157+16",[]
